start,start_time,end,end_time
Travemunde,2023-08-10 20:06:52,Trelleborg,2023-08-11 05:33:36
Trelleborg,2023-08-11 09:04:09,Travemunde,2023-08-11 16:45:44
Travemunde,2023-08-11 20:01:23,Trelleborg,2023-08-12 05:28:05
Trelleborg,2023-08-12 08:53:56,Travemunde,2023-08-12 16:40:29
Travemunde,2023-08-12 20:06:04,Trelleborg,2023-08-13 05:47:47
Trelleborg,2023-08-13 08:58:28,Travemunde,2023-08-13 16:40:11
Travemunde,2023-08-13 20:00:48,Trelleborg,2023-08-14 05:22:31
Trelleborg,2023-08-14 08:03:00,Travemunde,2023-08-14 16:39:31
Travemunde,2023-08-14 20:05:14,Trelleborg,2023-08-15 05:22:16
Trelleborg,2023-08-15 08:01:38,Travemunde,2023-08-15 16:54:18
Travemunde,2023-08-15 19:59:53,Trelleborg,2023-08-16 04:51:31
Trelleborg,2023-08-16 09:07:29,Travemunde,2023-08-16 17:09:06
Travemunde,2023-08-16 19:59:50,Trelleborg,2023-08-17 05:36:33
Trelleborg,2023-08-17 08:27:10,Travemunde,2023-08-17 16:48:53
Travemunde,2023-08-17 20:14:36,Trelleborg,2023-08-18 05:21:20
Trelleborg,2023-08-18 08:57:03,Travemunde,2023-08-18 16:38:54
Travemunde,2023-08-18 20:04:32,Trelleborg,2023-08-19 05:21:06
Trelleborg,2023-08-19 08:56:55,Travemunde,2023-08-19 16:43:24
Travemunde,2023-08-19 22:24:29,Trelleborg,2023-08-20 06:56:03
Trelleborg,2023-08-20 08:56:33,Travemunde,2023-08-20 16:58:08
Travemunde,2023-08-20 19:58:51,Trelleborg,2023-08-21 05:20:40
Trelleborg,2023-08-21 07:56:06,Travemunde,2023-08-21 17:29:15
Travemunde,2023-08-21 19:59:44,Trelleborg,2023-08-22 04:46:20
Trelleborg,2023-08-22 07:26:58,Rostock,2023-08-22 13:28:09
Rostock,2023-08-22 14:18:26,Travemunde,2023-08-22 18:03:16
Travemunde,2023-08-22 19:54:38,Trelleborg,2023-08-23 04:51:24
Trelleborg,2023-08-23 07:31:55,Rostock,2023-08-23 13:27:56
Rostock,2023-08-23 14:28:07,Travemunde,2023-08-23 18:03:53
Travemunde,2023-08-23 19:59:12,Trelleborg,2023-08-24 05:20:49
Trelleborg,2023-08-24 08:26:25,Travemunde,2023-08-24 17:11:49
Travemunde,2023-08-24 19:42:37,Trelleborg,2023-08-25 05:19:19
Trelleborg,2023-08-25 08:24:49,Travemunde,2023-08-25 17:01:18
Travemunde,2023-08-25 19:52:03,Trelleborg,2023-08-26 05:24:02
Trelleborg,2023-08-26 08:29:32,Travemunde,2023-08-26 16:46:05
Travemunde,2023-08-26 19:26:48,Trelleborg,2023-08-27 04:58:34
Trelleborg,2023-08-27 09:19:33,Travemunde,2023-08-27 17:06:06
Travemunde,2023-08-27 19:36:34,Trelleborg,2023-08-28 05:23:18
Trelleborg,2023-08-28 07:58:42,Travemunde,2023-08-28 17:24:21
Travemunde,2023-08-28 19:49:35,Trelleborg,2023-08-29 04:41:07
Trelleborg,2023-08-29 07:31:44,Rostock,2023-08-29 13:31:45
Rostock,2023-08-29 14:57:59,Travemunde,2023-08-29 18:17:07
Travemunde,2023-08-29 19:58:28,Trelleborg,2023-08-30 04:10:32
Trelleborg,2023-08-30 08:21:17,Rostock,2023-08-30 13:17:12
Rostock,2023-08-30 14:17:22,Travemunde,2023-08-30 18:03:02
Travemunde,2023-08-30 19:58:04,Trelleborg,2023-08-31 05:15:02
Trelleborg,2023-08-31 08:30:38,Travemunde,2023-08-31 17:02:10
Travemunde,2023-08-31 19:52:54,Trelleborg,2023-09-01 04:49:23
Trelleborg,2023-09-01 08:20:08,Rostock,2023-09-01 13:11:05
Rostock,2023-09-01 14:31:26,Travemunde,2023-09-01 17:42:06
Travemunde,2023-09-01 19:47:28,Trelleborg,2023-09-02 05:08:59
Trelleborg,2023-09-02 08:54:39,Travemunde,2023-09-02 16:31:04
Travemunde,2023-09-02 22:37:15,Trelleborg,2023-09-03 04:52:50
Trelleborg,2023-09-03 07:43:12,Rostock,2023-09-03 12:44:57
Rostock,2023-09-03 13:50:15,Trelleborg,2023-09-03 18:36:02
Trelleborg,2023-09-03 20:06:21,Travemunde,2023-09-04 05:47:54
Travemunde,2023-09-04 19:34:08,Trelleborg,2023-09-05 04:26:54
Trelleborg,2023-09-05 07:42:26,Rostock,2023-09-05 13:38:45
Rostock,2023-09-05 14:58:54,Travemunde,2023-09-05 18:09:41
Travemunde,2023-09-05 20:04:54,Trelleborg,2023-09-06 04:41:17
Trelleborg,2023-09-06 07:40:48,Rostock,2023-09-06 13:18:07
Rostock,2023-09-06 14:33:19,Travemunde,2023-09-06 17:54:03
Travemunde,2023-09-06 19:49:37,Trelleborg,2023-09-07 04:45:45
Trelleborg,2023-09-07 07:46:45,Rostock,2023-09-07 13:07:56
Rostock,2023-09-07 14:28:08,Travemunde,2023-09-07 17:53:25
Travemunde,2023-09-07 20:19:08,Trelleborg,2023-09-08 04:40:42
Trelleborg,2023-09-08 07:46:26,Rostock,2023-09-08 13:27:24
Rostock,2023-09-08 14:27:33,Travemunde,2023-09-08 17:58:14
Travemunde,2023-09-08 20:03:50,Trelleborg,2023-09-09 05:00:28
Trelleborg,2023-09-09 13:27:17,Rostock,2023-09-09 19:38:28
Rostock,2023-09-09 21:28:48,Trelleborg,2023-09-10 03:24:59
Trelleborg,2023-09-10 05:05:24,Swinoujscie,2023-09-10 11:34:29
Swinoujscie,2023-09-10 14:06:27,Trelleborg,2023-09-10 19:38:01
Trelleborg,2023-09-10 21:02:28,Travemunde,2023-09-11 06:50:03
Travemunde,2023-09-11 19:39:10,Trelleborg,2023-09-12 04:40:49
Trelleborg,2023-09-12 07:31:17,Rostock,2023-09-12 13:27:22
Rostock,2023-09-12 14:32:43,Travemunde,2023-09-12 18:02:32
Travemunde,2023-09-12 20:13:40,Trelleborg,2023-09-13 04:59:06
Trelleborg,2023-09-13 07:55:23,Rostock,2023-09-13 13:26:25
Rostock,2023-09-13 14:31:32,Travemunde,2023-09-13 17:57:09
Travemunde,2023-09-13 19:57:34,Trelleborg,2023-09-14 04:53:58
Trelleborg,2023-09-14 07:44:21,Rostock,2023-09-14 13:20:39
Rostock,2023-09-14 14:40:51,Travemunde,2023-09-14 18:01:13
Travemunde,2023-09-14 20:06:47,Trelleborg,2023-09-15 04:57:26
Trelleborg,2023-09-15 08:24:10,Rostock,2023-09-15 13:50:10
Rostock,2023-09-15 14:45:34,Travemunde,2023-09-15 18:01:13
